,Athens,Berlin,Paris,Rome,query,London,Hanoi,Rio de Janeiro,Lisbon,Tokyo,Seoul,Bangkok,Minsk,Warsaw,Cape Town,Dublin
2022-02-14 06:00:00+01:00,5.2,4.2,9.5,8.3,2022-02-13 19:00:00+01:00,7.0,14.3,23.3,10.6,8.4,6.9,29.4,-4.9,-0.9,20.4,5.8
2022-02-13 23:00:00+01:00,7.2,4.5,11.8,8.0,2022-02-13 23:00:00+01:00,9.9,12.8,26.1,12.9,3.6,-6.4,26.5,-2.7,0.8,20.4,5.8
2022-02-14 00:00:00+01:00,6.7,4.3,11.4,7.7,2022-02-13 23:00:00+01:00,9.9,12.7,25.6,12.4,3.8,-4.0,25.6,-3.4,0.5,20.2,5.4
2022-02-14 01:00:00+01:00,6.9,4.3,11.0,7.6,2022-02-13 23:00:00+01:00,9.8,12.7,25.1,12.0,4.7,-1.5,26.1,-3.6,0.3,19.5,5.1
2022-02-14 02:00:00+01:00,6.3,3.9,11.5,9.0,2022-02-13 23:00:00+01:00,9.0,12.7,24.7,11.7,5.7,1.7,26.5,-3.8,-0.6,19.9,4.8
2022-02-14 03:00:00+01:00,6.0,4.0,11.3,9.0,2022-02-13 23:00:00+01:00,8.7,12.9,24.3,11.0,6.5,4.6,27.7,-4.0,-0.7,19.8,5.9
2022-02-14 04:00:00+01:00,5.7,3.8,11.0,8.8,2022-02-13 23:00:00+01:00,8.4,13.3,24.0,10.6,6.9,6.8,29.1,-4.2,-0.8,19.7,5.9
2022-02-14 05:00:00+01:00,5.3,3.3,10.4,8.4,2022-02-13 23:00:00+01:00,7.9,13.7,23.6,10.5,7.5,7.9,30.1,-4.5,-1.0,19.8,6.1
2022-02-14 06:00:00+01:00,4.7,4.0,9.5,7.8,2022-02-13 23:00:00+01:00,7.3,14.3,23.2,10.5,8.4,6.9,29.4,-4.7,-1.1,19.9,6.2
2022-02-14 07:00:00+01:00,5.7,4.0,8.9,8.5,2022-02-13 23:00:00+01:00,7.0,14.7,22.9,10.5,8.9,6.0,29.2,-4.9,-2.5,20.6,6.3
2022-02-14 08:00:00+01:00,6.9,4.0,8.3,9.1,2022-02-13 23:00:00+01:00,6.1,15.0,22.8,9.7,8.0,5.4,29.5,-4.0,-0.4,22.5,6.1
2022-02-14 09:00:00+01:00,9.1,4.7,7.8,10.2,2022-02-13 23:00:00+01:00,6.5,15.7,22.3,10.6,7.0,4.3,27.3,-2.8,1.0,24.4,6.0
2022-02-14 10:00:00+01:00,10.8,6.1,8.5,11.7,2022-02-13 23:00:00+01:00,6.8,15.2,23.1,11.4,6.3,3.5,26.9,-1.7,2.7,26.1,6.0
2022-02-14 22:00:00+01:00,7.2,8.0,6.9,10.5,2022-02-14 22:00:00+01:00,6.6,14.7,27.0,10.5,1.8,-5.9,25.1,-0.4,1.5,25.6,3.9
2022-02-14 23:00:00+01:00,6.5,7.4,6.7,10.3,2022-02-14 22:00:00+01:00,6.3,14.7,26.8,9.9,1.0,-6.8,24.9,-0.8,1.4,23.1,4.7
2022-02-15 00:00:00+01:00,5.7,7.2,6.4,10.1,2022-02-14 22:00:00+01:00,6.1,14.7,26.3,9.4,3.0,-7.2,24.7,-1.2,1.3,22.1,5.3
2022-02-15 01:00:00+01:00,5.8,7.2,6.3,9.6,2022-02-14 22:00:00+01:00,5.7,14.9,26.0,9.1,4.6,-5.6,25.0,-1.5,1.2,21.8,5.5
2022-02-15 02:00:00+01:00,5.9,7.0,6.4,10.1,2022-02-14 22:00:00+01:00,5.2,15.2,25.5,9.1,5.8,-4.2,25.6,-1.8,1.1,21.2,5.9
2022-02-15 03:00:00+01:00,6.0,6.7,6.4,10.5,2022-02-14 22:00:00+01:00,4.7,15.7,24.9,8.9,6.9,-3.1,26.3,-2.1,1.0,20.7,6.2
2022-02-15 04:00:00+01:00,6.0,6.2,6.6,10.7,2022-02-14 22:00:00+01:00,4.2,16.3,24.5,8.7,7.3,-2.5,27.2,-2.3,0.9,19.5,6.4
2022-02-15 05:00:00+01:00,6.2,5.7,6.1,10.8,2022-02-14 22:00:00+01:00,3.5,16.4,24.3,8.7,8.8,-1.9,27.8,-2.6,0.8,20.6,6.7
2022-02-15 06:00:00+01:00,6.4,5.1,6.0,10.6,2022-02-14 22:00:00+01:00,3.8,16.5,24.2,8.5,10.0,-1.4,28.3,-3.0,1.0,21.8,7.0
2022-02-15 07:00:00+01:00,7.1,4.5,5.9,10.8,2022-02-14 22:00:00+01:00,4.2,16.7,24.0,8.4,10.7,-0.7,28.8,-3.4,1.6,23.0,7.4
2022-02-15 08:00:00+01:00,9.0,5.1,5.1,11.0,2022-02-14 22:00:00+01:00,4.8,16.7,23.8,8.4,11.3,-1.6,29.3,-2.8,2.2,24.0,7.0
2022-02-15 09:00:00+01:00,11.0,5.7,5.8,11.3,2022-02-14 22:00:00+01:00,6.0,17.3,23.6,7.5,10.3,-2.5,28.7,-1.7,3.7,25.0,6.2
2022-02-15 08:00:00+01:00,9.7,5.5,4.8,10.4,2022-02-15 08:00:00+01:00,4.8,16.7,23.6,7.3,10.8,-1.8,30.1,-2.2,0.7,23.0,7.1
2022-02-15 09:00:00+01:00,10.7,6.1,5.4,10.6,2022-02-15 08:00:00+01:00,5.9,16.8,23.4,8.0,10.2,-2.6,29.3,-1.3,2.5,24.8,6.4
2022-02-15 10:00:00+01:00,11.6,6.9,6.5,11.5,2022-02-15 08:00:00+01:00,7.2,17.3,23.1,9.4,10.0,-4.0,28.4,-0.7,4.1,25.8,6.1
2022-02-15 11:00:00+01:00,12.5,7.3,7.7,12.5,2022-02-15 08:00:00+01:00,8.0,16.7,24.5,10.9,9.1,-5.2,28.0,0.0,5.5,26.7,6.8
2022-02-15 12:00:00+01:00,13.2,7.6,8.7,12.7,2022-02-15 08:00:00+01:00,8.5,16.5,25.9,12.6,8.9,-6.0,26.4,0.5,6.8,26.1,7.5
2022-02-15 13:00:00+01:00,13.9,7.8,9.5,14.4,2022-02-15 08:00:00+01:00,9.1,16.2,27.2,14.0,8.7,-6.6,26.7,0.7,8.0,25.3,7.9
2022-02-15 14:00:00+01:00,14.6,8.1,10.0,13.8,2022-02-15 08:00:00+01:00,9.4,16.2,28.1,14.8,7.4,-7.0,26.2,1.2,7.6,25.4,8.2
2022-02-15 15:00:00+01:00,14.0,8.8,10.1,11.8,2022-02-15 08:00:00+01:00,10.0,16.1,28.6,15.9,6.3,-7.2,26.2,0.4,7.2,25.3,8.7
2022-02-15 16:00:00+01:00,13.0,8.0,9.8,11.7,2022-02-15 08:00:00+01:00,9.4,15.9,29.1,15.4,5.2,-7.4,26.2,-0.3,6.7,25.0,7.8
2022-02-15 17:00:00+01:00,12.0,7.5,10.8,11.4,2022-02-15 08:00:00+01:00,9.2,15.7,29.4,15.0,4.6,-7.6,26.0,-0.3,6.4,24.3,7.6
2022-02-15 18:00:00+01:00,10.5,7.2,10.0,10.7,2022-02-15 08:00:00+01:00,8.7,15.5,30.0,14.3,4.0,-7.7,25.8,-0.1,5.8,23.2,7.0
2022-02-15 19:00:00+01:00,9.0,7.0,9.9,9.9,2022-02-15 08:00:00+01:00,8.3,15.3,29.2,12.5,3.4,-7.8,25.6,-0.1,5.5,22.2,6.4
2022-02-15 20:00:00+01:00,9.5,7.3,9.7,9.5,2022-02-15 20:00:00+01:00,8.1,15.4,27.0,11.7,3.5,-7.9,24.6,1.0,5.4,18.8,6.2
2022-02-15 21:00:00+01:00,8.7,6.8,9.6,9.3,2022-02-15 20:00:00+01:00,7.9,15.3,26.8,10.8,3.2,-8.1,24.7,0.4,4.7,19.2,6.9
2022-02-15 22:00:00+01:00,8.0,6.3,9.5,9.1,2022-02-15 20:00:00+01:00,7.8,15.2,26.0,10.1,3.6,-8.4,24.7,-0.2,4.4,19.5,7.4
2022-02-15 23:00:00+01:00,7.4,6.0,8.2,8.5,2022-02-15 20:00:00+01:00,7.9,14.9,26.0,9.8,3.6,-9.0,24.8,-0.7,4.0,19.3,8.1
2022-02-16 00:00:00+01:00,6.8,5.6,9.5,7.6,2022-02-15 20:00:00+01:00,8.1,15.2,25.8,9.6,4.5,-8.6,24.8,-1.1,3.7,19.3,8.3
2022-02-16 01:00:00+01:00,6.3,5.2,9.4,7.0,2022-02-15 20:00:00+01:00,8.6,15.2,25.4,8.9,6.4,-7.6,25.0,-1.6,3.7,19.3,8.7
2022-02-16 02:00:00+01:00,6.7,4.7,9.5,6.9,2022-02-15 20:00:00+01:00,9.3,15.4,25.3,9.7,8.0,-6.2,25.4,-1.3,3.8,19.2,9.0
2022-02-16 03:00:00+01:00,7.1,5.2,9.8,6.5,2022-02-15 20:00:00+01:00,10.1,15.7,25.1,10.0,8.8,-5.1,25.7,-0.9,3.8,19.2,9.4
2022-02-16 04:00:00+01:00,7.5,5.4,10.1,6.0,2022-02-15 20:00:00+01:00,10.7,16.1,24.9,10.2,9.3,-4.4,26.2,-0.6,3.7,19.2,9.7
2022-02-16 05:00:00+01:00,7.6,5.5,10.5,5.7,2022-02-15 20:00:00+01:00,11.3,16.4,24.7,10.2,9.7,-3.6,26.3,-0.4,3.2,18.7,9.9
2022-02-16 06:00:00+01:00,8.0,5.7,11.0,5.6,2022-02-15 20:00:00+01:00,11.7,16.6,24.4,10.0,10.4,-3.0,26.2,-0.2,3.0,19.4,11.2
2022-02-16 07:00:00+01:00,8.8,5.8,11.4,4.8,2022-02-15 20:00:00+01:00,12.0,16.7,24.3,10.0,9.8,-2.1,26.1,0.0,2.5,19.7,10.8
2022-02-16 09:00:00+01:00,11.7,6.0,12.1,7.7,2022-02-16 09:00:00+01:00,12.0,16.9,23.6,10.1,8.5,-3.9,29.0,0.5,4.9,19.8,9.3
2022-02-16 10:00:00+01:00,12.8,6.1,12.4,9.9,2022-02-16 09:00:00+01:00,12.2,17.0,24.2,10.9,7.6,-5.5,28.1,1.0,6.3,19.8,10.0
2022-02-16 11:00:00+01:00,13.7,6.4,12.6,11.5,2022-02-16 09:00:00+01:00,12.5,17.0,24.8,12.7,7.0,-6.3,27.2,1.4,7.1,20.2,10.8
2022-02-16 12:00:00+01:00,14.7,6.7,13.0,12.6,2022-02-16 09:00:00+01:00,13.2,17.0,25.9,14.4,6.4,-7.2,27.3,1.8,7.8,20.7,11.4
2022-02-16 13:00:00+01:00,15.5,7.1,13.2,13.3,2022-02-16 09:00:00+01:00,13.6,17.5,26.9,15.9,5.8,-7.7,26.1,2.0,8.2,21.6,12.3
2022-02-16 14:00:00+01:00,15.2,7.5,13.4,14.3,2022-02-16 09:00:00+01:00,14.1,17.5,27.5,16.3,5.3,-8.1,25.6,2.2,9.0,21.0,13.0
2022-02-16 15:00:00+01:00,14.6,8.0,13.6,13.6,2022-02-16 09:00:00+01:00,14.8,17.5,27.9,17.0,5.0,-8.2,25.4,2.2,8.3,20.7,12.4
2022-02-16 16:00:00+01:00,14.0,8.4,14.2,12.8,2022-02-16 09:00:00+01:00,13.8,17.6,28.6,16.2,4.6,-8.1,25.2,2.3,8.0,20.3,12.0
2022-02-16 17:00:00+01:00,13.4,8.6,13.7,11.7,2022-02-16 09:00:00+01:00,13.9,17.3,27.3,16.0,4.3,-8.2,25.0,2.3,7.5,19.8,11.3
2022-02-16 18:00:00+01:00,13.2,9.2,13.5,10.5,2022-02-16 09:00:00+01:00,13.8,17.0,27.2,15.3,3.9,-8.2,24.9,2.4,7.3,19.1,10.2
2022-02-16 19:00:00+01:00,13.2,9.6,13.4,8.8,2022-02-16 09:00:00+01:00,13.7,16.4,27.1,14.7,3.7,-8.3,24.8,3.2,7.1,18.5,9.1
2022-02-16 20:00:00+01:00,13.2,9.9,13.2,7.1,2022-02-16 09:00:00+01:00,13.5,16.8,27.0,13.7,3.4,-8.7,24.9,2.7,6.9,18.2,8.2
2022-02-16 20:00:00+01:00,13.0,10.3,13.6,6.9,2022-02-16 20:00:00+01:00,13.7,16.8,27.5,13.6,3.4,-8.7,25.4,3.6,8.1,19.1,8.9
2022-02-16 21:00:00+01:00,13.2,10.8,13.4,5.9,2022-02-16 20:00:00+01:00,13.2,17.0,26.8,13.0,3.2,-9.1,25.2,3.5,7.8,19.0,8.3
2022-02-16 22:00:00+01:00,13.2,11.0,13.2,5.6,2022-02-16 20:00:00+01:00,12.6,17.0,25.8,12.7,3.1,-9.5,25.1,3.4,7.6,18.9,7.9
2022-02-16 23:00:00+01:00,12.9,11.1,13.1,5.2,2022-02-16 20:00:00+01:00,11.5,17.1,25.6,12.5,2.7,-10.7,24.9,3.4,7.3,18.5,7.5
2022-02-17 00:00:00+01:00,12.4,11.1,13.1,4.4,2022-02-16 20:00:00+01:00,10.6,17.2,25.1,12.2,3.9,-9.5,24.8,3.3,7.2,18.2,7.4
2022-02-17 01:00:00+01:00,12.1,11.0,12.9,4.1,2022-02-16 20:00:00+01:00,9.9,17.3,24.8,12.1,4.9,-8.0,24.8,3.3,7.3,18.1,7.1
2022-02-17 02:00:00+01:00,11.9,10.7,12.8,3.8,2022-02-16 20:00:00+01:00,9.5,17.5,24.6,12.0,5.8,-6.1,24.8,3.2,7.6,17.9,6.8
2022-02-17 03:00:00+01:00,11.4,9.9,12.7,3.4,2022-02-16 20:00:00+01:00,9.3,17.8,24.1,12.0,6.5,-4.6,24.8,3.0,7.9,16.9,6.5
2022-02-17 04:00:00+01:00,11.0,9.3,12.6,3.0,2022-02-16 20:00:00+01:00,9.2,18.3,23.7,12.0,7.1,-3.7,25.0,2.8,8.0,17.5,6.3
2022-02-17 05:00:00+01:00,10.6,8.7,12.0,2.6,2022-02-16 20:00:00+01:00,8.7,18.7,23.3,11.5,7.1,-2.5,26.0,2.8,8.2,17.4,6.0
2022-02-17 06:00:00+01:00,10.9,7.7,11.3,2.2,2022-02-16 20:00:00+01:00,8.4,19.1,23.0,12.1,7.3,-1.5,27.0,2.6,8.5,17.6,5.8
2022-02-17 07:00:00+01:00,11.2,7.2,10.8,1.1,2022-02-16 20:00:00+01:00,8.0,19.5,22.7,12.1,6.4,-1.1,27.9,2.2,8.7,18.1,5.7
2022-02-17 09:00:00+01:00,11.5,7.0,9.3,5.1,2022-02-17 09:00:00+01:00,8.3,19.6,21.6,13.0,5.6,-2.0,29.3,3.2,8.0,20.7,5.6
2022-02-17 10:00:00+01:00,11.7,6.6,10.3,8.5,2022-02-17 09:00:00+01:00,8.3,19.9,22.3,13.9,4.8,-3.1,28.6,3.3,7.9,21.8,5.9
2022-02-17 11:00:00+01:00,12.0,6.8,10.7,11.2,2022-02-17 09:00:00+01:00,8.1,20.6,23.7,14.9,3.7,-4.7,27.8,3.5,8.0,22.7,6.3
2022-02-17 12:00:00+01:00,12.5,6.5,11.5,13.4,2022-02-17 09:00:00+01:00,8.8,19.7,25.4,16.1,3.2,-6.2,26.7,4.0,7.9,23.4,6.5
2022-02-17 13:00:00+01:00,12.7,6.3,11.9,15.0,2022-02-17 09:00:00+01:00,9.3,19.4,27.4,17.0,2.6,-7.4,26.7,4.6,7.2,24.4,6.6
2022-02-17 14:00:00+01:00,12.9,6.5,12.4,16.3,2022-02-17 09:00:00+01:00,10.0,19.2,28.9,17.7,2.1,-8.4,26.3,4.9,6.8,23.6,6.8
2022-02-17 15:00:00+01:00,13.0,6.3,12.7,15.4,2022-02-17 09:00:00+01:00,10.7,19.0,29.8,18.1,1.6,-9.2,26.4,5.1,6.2,23.0,7.0
2022-02-17 16:00:00+01:00,13.5,6.2,13.4,14.5,2022-02-17 09:00:00+01:00,9.7,18.6,31.1,18.7,1.3,-9.9,26.4,5.9,5.4,22.2,7.5
2022-02-17 17:00:00+01:00,12.4,6.0,12.3,13.7,2022-02-17 09:00:00+01:00,9.6,18.1,30.2,17.7,1.1,-10.5,26.4,4.8,5.0,22.1,6.7
2022-02-17 18:00:00+01:00,11.3,5.7,11.6,11.9,2022-02-17 09:00:00+01:00,9.4,18.5,29.5,16.8,1.1,-11.2,26.2,4.6,4.6,21.4,6.1
2022-02-17 19:00:00+01:00,9.7,5.4,10.9,10.1,2022-02-17 09:00:00+01:00,8.9,18.8,28.3,15.1,0.7,-11.9,26.1,4.1,4.4,20.6,5.8
2022-02-17 20:00:00+01:00,8.9,5.2,10.4,9.6,2022-02-17 09:00:00+01:00,8.4,19.0,27.3,14.2,1.2,-12.5,26.0,3.7,4.2,19.8,5.6
2022-02-17 20:00:00+01:00,9.9,6.2,10.3,10.4,2022-02-17 20:00:00+01:00,8.3,19.2,27.7,13.9,1.6,-12.1,25.9,3.4,5.2,25.7,6.1
2022-02-17 21:00:00+01:00,9.2,5.9,10.0,10.1,2022-02-17 20:00:00+01:00,8.1,19.1,26.1,13.4,1.8,-12.8,25.8,2.8,5.0,23.6,6.0
2022-02-17 22:00:00+01:00,8.6,5.8,9.5,9.6,2022-02-17 20:00:00+01:00,7.8,19.1,24.5,12.8,2.1,-13.4,25.6,2.3,4.7,21.6,5.6
2022-02-17 23:00:00+01:00,8.1,5.6,9.3,9.3,2022-02-17 20:00:00+01:00,7.7,19.1,24.2,12.4,2.5,-14.8,25.5,2.0,4.4,19.5,5.3
2022-02-18 00:00:00+01:00,7.6,5.5,8.7,8.9,2022-02-17 20:00:00+01:00,7.6,19.2,23.7,12.1,4.0,-10.6,25.0,1.7,4.2,18.6,4.8
2022-02-18 01:00:00+01:00,7.2,5.3,9.2,8.6,2022-02-17 20:00:00+01:00,7.0,19.3,23.7,11.8,6.6,-7.5,25.6,1.5,4.0,18.1,4.1
2022-02-18 02:00:00+01:00,6.7,5.2,9.4,8.5,2022-02-17 20:00:00+01:00,7.7,19.4,23.6,11.2,8.2,-4.0,26.0,1.5,3.8,17.7,4.6
2022-02-18 03:00:00+01:00,6.3,5.0,9.5,8.3,2022-02-17 20:00:00+01:00,8.0,19.8,23.4,12.0,9.4,-1.0,27.0,1.0,3.6,17.1,5.5
2022-02-18 04:00:00+01:00,5.9,4.8,9.8,7.9,2022-02-17 20:00:00+01:00,8.4,20.2,23.3,12.1,10.1,1.1,28.0,1.5,3.4,16.2,6.0
2022-02-18 05:00:00+01:00,5.5,4.6,10.5,7.5,2022-02-17 20:00:00+01:00,9.1,20.3,23.0,12.1,10.6,2.4,28.7,1.7,3.2,16.9,6.0
2022-02-18 06:00:00+01:00,6.3,4.5,11.1,6.8,2022-02-17 20:00:00+01:00,10.0,20.5,22.7,12.1,11.0,3.2,29.3,2.1,3.0,17.4,5.8
2022-02-18 07:00:00+01:00,7.6,4.4,11.8,7.6,2022-02-17 20:00:00+01:00,10.6,20.6,22.4,12.3,10.1,3.3,29.6,2.2,3.2,18.2,5.7
2022-02-18 08:00:00+01:00,12.4,3.8,12.5,8.3,2022-02-18 08:00:00+01:00,11.0,22.3,22.2,11.9,10.3,4.3,31.0,2.5,3.3,20.2,5.3
2022-02-18 09:00:00+01:00,13.4,5.0,12.6,8.9,2022-02-18 08:00:00+01:00,10.3,23.0,21.7,12.8,9.1,2.7,31.0,2.9,4.0,22.3,4.5
2022-02-18 10:00:00+01:00,14.2,6.1,12.9,10.8,2022-02-18 08:00:00+01:00,9.7,22.2,22.3,13.7,7.8,1.1,30.2,3.2,4.9,24.1,5.3
2022-02-18 11:00:00+01:00,14.9,7.1,13.7,12.7,2022-02-18 08:00:00+01:00,9.4,21.5,23.0,14.5,6.7,-0.4,29.2,3.9,5.4,25.2,5.3
2022-02-18 12:00:00+01:00,15.6,7.7,12.8,14.5,2022-02-18 08:00:00+01:00,9.5,20.7,24.4,15.3,6.2,-1.9,28.0,3.3,6.1,26.3,5.2
2022-02-18 13:00:00+01:00,16.3,8.1,12.4,16.1,2022-02-18 08:00:00+01:00,8.9,19.0,25.6,16.1,5.3,-3.1,26.7,3.3,6.4,27.5,4.7
2022-02-18 14:00:00+01:00,16.9,8.3,12.1,17.4,2022-02-18 08:00:00+01:00,8.3,18.6,26.5,16.6,4.3,-4.0,26.3,3.3,6.7,26.5,4.6
2022-02-18 15:00:00+01:00,16.5,8.0,11.6,16.5,2022-02-18 08:00:00+01:00,8.1,18.7,27.2,17.1,3.7,-4.6,26.3,3.4,7.2,25.9,5.3
2022-02-18 16:00:00+01:00,15.4,7.9,10.4,15.7,2022-02-18 08:00:00+01:00,7.6,16.7,28.3,17.7,3.0,-4.9,26.0,3.4,6.0,25.0,4.3
2022-02-18 17:00:00+01:00,14.4,8.2,10.4,14.7,2022-02-18 08:00:00+01:00,7.3,16.5,27.5,16.2,2.6,-5.6,25.8,3.1,5.0,24.5,4.5
2022-02-18 18:00:00+01:00,13.1,8.8,9.4,13.5,2022-02-18 08:00:00+01:00,6.5,16.6,26.8,14.7,2.2,-4.9,25.6,2.8,4.8,23.3,4.2
2022-02-18 19:00:00+01:00,11.6,9.4,8.7,12.2,2022-02-18 08:00:00+01:00,6.0,15.8,25.9,12.5,1.8,-4.5,25.6,2.7,4.4,22.2,3.8
2022-02-18 20:00:00+01:00,12.4,11.1,7.1,11.5,2022-02-18 20:00:00+01:00,6.8,15.0,25.6,12.3,0.9,-3.3,26.0,2.4,3.3,26.5,3.0
2022-02-18 21:00:00+01:00,11.1,10.5,6.7,11.2,2022-02-18 20:00:00+01:00,5.7,14.5,25.3,11.6,0.7,-3.7,25.8,1.9,4.1,24.4,3.2
2022-02-18 22:00:00+01:00,9.9,9.5,6.4,10.6,2022-02-18 20:00:00+01:00,4.6,13.7,24.8,11.6,0.9,-3.9,25.5,1.6,5.1,22.2,3.5
2022-02-18 23:00:00+01:00,9.0,8.4,6.1,10.1,2022-02-18 20:00:00+01:00,4.4,13.3,24.3,11.2,0.5,-5.1,25.2,1.1,6.3,20.1,3.6
2022-02-19 00:00:00+01:00,8.8,7.5,5.9,9.5,2022-02-18 20:00:00+01:00,4.1,13.2,24.0,11.3,2.4,-3.3,25.0,1.6,7.6,19.0,3.1
2022-02-19 01:00:00+01:00,8.5,6.6,5.7,9.1,2022-02-18 20:00:00+01:00,3.8,12.8,23.7,11.0,4.4,-1.9,25.3,1.5,8.0,18.4,3.7
2022-02-19 02:00:00+01:00,7.9,6.2,5.6,8.9,2022-02-18 20:00:00+01:00,3.6,12.3,23.4,10.7,6.0,0.1,26.2,1.5,8.3,17.9,3.5
2022-02-19 03:00:00+01:00,7.4,5.7,5.5,8.4,2022-02-18 20:00:00+01:00,3.5,12.2,23.2,10.5,7.2,1.7,27.1,1.4,7.5,17.3,3.6
2022-02-19 04:00:00+01:00,7.1,5.3,5.4,8.0,2022-02-18 20:00:00+01:00,3.3,11.8,23.0,10.3,8.1,2.8,28.5,1.3,6.7,17.0,3.6
2022-02-19 05:00:00+01:00,6.8,4.8,4.9,6.8,2022-02-18 20:00:00+01:00,3.2,11.5,22.9,10.1,9.0,3.7,29.4,1.9,6.1,16.4,3.6
2022-02-19 06:00:00+01:00,5.5,4.2,4.8,8.0,2022-02-18 20:00:00+01:00,2.9,11.2,22.7,10.0,9.8,4.8,29.9,2.4,5.4,16.9,3.7
2022-02-19 07:00:00+01:00,7.2,4.6,4.8,8.3,2022-02-18 20:00:00+01:00,2.6,10.8,22.6,9.7,10.3,4.2,29.9,2.7,5.0,17.4,3.8
2022-02-19 08:00:00+01:00,12.3,4.2,4.6,9.5,2022-02-19 08:00:00+01:00,3.4,10.5,22.7,9.0,7.6,3.5,31.0,3.2,7.3,17.6,4.3
2022-02-19 09:00:00+01:00,13.1,4.7,5.0,10.8,2022-02-19 08:00:00+01:00,3.9,10.3,22.3,9.5,7.3,2.6,30.2,4.4,6.8,19.3,5.0
2022-02-19 10:00:00+01:00,13.8,5.0,6.2,13.5,2022-02-19 08:00:00+01:00,4.3,10.1,22.8,10.2,6.9,0.5,29.4,3.8,6.4,21.1,5.7
2022-02-19 11:00:00+01:00,14.5,5.4,7.5,15.4,2022-02-19 08:00:00+01:00,5.5,9.9,23.5,11.3,7.1,-1.1,29.0,3.9,6.1,21.9,6.6
2022-02-19 12:00:00+01:00,15.1,5.7,8.7,16.8,2022-02-19 08:00:00+01:00,6.4,9.7,24.9,12.3,7.7,-2.8,28.2,3.8,6.9,22.4,7.3
2022-02-19 13:00:00+01:00,15.6,6.0,9.5,18.1,2022-02-19 08:00:00+01:00,6.6,9.4,25.9,13.1,8.5,-3.9,27.4,3.6,6.0,23.4,7.4
2022-02-19 14:00:00+01:00,15.1,6.2,10.1,17.5,2022-02-19 08:00:00+01:00,6.3,9.5,26.8,13.6,7.2,-4.6,27.2,3.6,6.2,22.7,7.9
2022-02-19 15:00:00+01:00,14.3,7.0,10.4,16.8,2022-02-19 08:00:00+01:00,7.1,9.7,27.5,13.9,5.3,-5.1,27.2,3.4,6.0,22.3,7.6
2022-02-19 16:00:00+01:00,13.6,6.3,11.0,15.6,2022-02-19 08:00:00+01:00,7.7,9.7,28.5,14.4,4.0,-5.5,27.0,3.1,5.3,21.7,7.3
2022-02-19 17:00:00+01:00,12.5,6.1,10.3,14.9,2022-02-19 08:00:00+01:00,8.9,9.4,25.2,13.5,4.0,-5.8,26.8,2.9,4.5,21.1,7.5
2022-02-19 18:00:00+01:00,11.3,5.9,9.5,14.0,2022-02-19 08:00:00+01:00,8.3,9.0,25.5,12.8,3.5,-6.0,26.5,2.4,4.1,20.2,7.3
2022-02-19 19:00:00+01:00,9.9,5.4,9.4,13.2,2022-02-19 08:00:00+01:00,8.0,8.8,25.6,11.7,3.9,-6.3,26.5,2.2,3.8,19.5,6.9
2022-02-19 20:00:00+01:00,10.4,5.8,8.7,12.4,2022-02-19 20:00:00+01:00,8.4,8.7,26.7,11.4,4.5,-6.3,26.8,3.1,4.7,17.9,5.6
2022-02-19 21:00:00+01:00,10.0,5.3,8.8,12.0,2022-02-19 20:00:00+01:00,7.0,8.9,24.8,11.0,4.9,-6.6,26.7,2.8,3.9,18.1,6.2
2022-02-19 22:00:00+01:00,9.5,4.8,7.7,11.7,2022-02-19 20:00:00+01:00,6.5,9.0,24.7,10.8,5.3,-6.8,26.5,2.6,3.3,18.1,7.2
2022-02-19 23:00:00+01:00,9.1,4.8,8.9,11.4,2022-02-19 20:00:00+01:00,6.2,8.8,24.7,10.5,5.5,-7.5,26.2,2.6,3.0,18.0,7.0
2022-02-20 00:00:00+01:00,8.0,4.8,9.1,11.0,2022-02-19 20:00:00+01:00,5.7,8.6,24.5,10.2,6.1,-6.8,25.6,2.7,2.7,17.6,8.0
2022-02-20 01:00:00+01:00,9.5,4.8,9.2,9.9,2022-02-19 20:00:00+01:00,6.1,8.7,24.3,10.1,6.5,-5.3,26.0,2.8,2.3,17.4,8.7
2022-02-20 02:00:00+01:00,9.6,4.3,9.2,10.8,2022-02-19 20:00:00+01:00,6.9,8.2,24.1,9.7,6.8,-3.6,26.6,2.6,1.8,17.2,8.8
2022-02-20 03:00:00+01:00,9.3,3.7,9.2,11.4,2022-02-19 20:00:00+01:00,8.0,8.0,23.8,9.3,7.1,-2.4,27.8,2.4,1.4,16.4,8.9
2022-02-20 04:00:00+01:00,8.9,2.8,9.4,11.4,2022-02-19 20:00:00+01:00,8.9,8.3,23.5,9.0,7.5,-1.6,29.0,1.8,1.2,17.0,9.0
2022-02-20 05:00:00+01:00,8.9,3.4,9.3,11.4,2022-02-19 20:00:00+01:00,9.3,8.2,23.2,8.8,8.0,-0.9,29.8,2.2,0.5,17.2,9.2
2022-02-20 06:00:00+01:00,9.1,4.0,9.2,11.3,2022-02-19 20:00:00+01:00,9.6,8.1,23.0,8.5,8.2,-0.3,31.2,2.4,1.1,17.6,9.3
2022-02-20 07:00:00+01:00,9.6,4.4,9.2,11.3,2022-02-19 20:00:00+01:00,9.7,8.1,22.9,8.1,8.9,-0.2,28.6,2.3,1.3,18.0,9.5
2022-02-20 08:00:00+01:00,12.4,4.3,9.4,11.2,2022-02-20 08:00:00+01:00,10.3,7.8,22.3,8.4,7.8,0.1,30.7,1.1,2.2,18.5,9.9
